type, client, tx, amount
deposit, 40, 6098, 2475.2079
deposit, 27, 6099, 1899.4309
deposit, 27, 6100, 512.7447
deposit, 9, 6101, 1547.9847
deposit, 29, 6102, 52.4251
deposit, 41, 6103, 771.3169
deposit, 26, 6104, 80.1773
deposit, 5, 6105, 1829.8625
deposit, 5, 6106, 1872.2942
deposit, 1, 6107, 339.2578
deposit, 47, 6108, 3174.0420
deposit, 32, 6109, 4044.8166
deposit, 4, 6110, 1734.3051
deposit, 4, 6111, 1867.0985
deposit, 20, 6112, 375.2667
withdrawal, 21, 6113, 1537.9538
deposit, 4, 6114, 3548.2760
deposit, 47, 6115, 3726.6875
withdrawal, 44, 6116, 4058.2525
deposit, 30, 6117, 2917.6232
resolve, 30, 166,
withdrawal, 49, 6118, 3214.9290
deposit, 37, 6119, 2657.5855
dispute, 48, 4086,
deposit, 38, 6120, 1074.0405
deposit, 8, 6121, 2768.6449
withdrawal, 21, 6122, 3567.4154
withdrawal, 41, 6123, 3352.7633
deposit, 36, 6124, 4774.2279
deposit, 30, 6125, 245.8802
withdrawal, 16, 6126, 4969.1015
deposit, 31, 6127, 4006.4443
deposit, 17, 6128, 1221.8033
deposit, 42, 6129, 501.3080
deposit, 2, 6130, 3017.3500
dispute, 16, 2102,
withdrawal, 45, 6131, 3532.3410
deposit, 14, 6132, 3930.6699
deposit, 37, 6133, 4991.4575
dispute, 17, 1880,
deposit, 21, 6134, 1200.3654
resolve, 26, 3640,
withdrawal, 25, 6135, 3086.5576
deposit, 12, 6136, 1291.4366
withdrawal, 16, 6137, 3109.7474
dispute, 15, 5750,
deposit, 10, 6138, 233.6706
deposit, 12, 6139, 108.4555
deposit, 45, 6140, 4957.8765
dispute, 40, 1120,
deposit, 34, 6141, 1394.5016
deposit, 20, 6142, 2473.2202
resolve, 38, 2327,
dispute, 44, 1114,
withdrawal, 22, 6143, 4213.7056
deposit, 9, 6144, 4483.4958
withdrawal, 29, 6145, 1618.0373
deposit, 39, 6146, 3111.6787
deposit, 15, 6147, 621.5856
deposit, 26, 6148, 3943.0121
deposit, 14, 6149, 3367.1732
withdrawal, 49, 6150, 2162.4799
deposit, 50, 6151, 752.7393
deposit, 29, 6152, 2337.1971
withdrawal, 5, 6153, 2070.8374
resolve, 45, 4111,
deposit, 20, 6154, 3650.5663
withdrawal, 29, 6155, 17.2451
dispute, 4, 3947,
withdrawal, 40, 6156, 1565.9598
deposit, 20, 6157, 676.3603
withdrawal, 47, 6158, 4120.4579
deposit, 46, 6159, 1487.5559
withdrawal, 32, 6160, 1351.2433
dispute, 28, 5667,
deposit, 11, 6161, 2140.1382
deposit, 24, 6162, 2845.8733
deposit, 28, 6163, 4152.0323
deposit, 3, 6164, 1225.5514
deposit, 33, 6165, 3311.7987
dispute, 26, 4217,
withdrawal, 47, 6166, 354.8689
withdrawal, 18, 6167, 1575.3065
withdrawal, 38, 6168, 1044.3290
withdrawal, 14, 6169, 4904.7009
withdrawal, 37, 6170, 3396.9557
dispute, 35, 742,
withdrawal, 17, 6171, 2993.7105
withdrawal, 28, 6172, 171.9086
deposit, 21, 6173, 4069.3380
dispute, 19, 2298,
dispute, 10, 3252,
deposit, 19, 6174, 1082.3913
deposit, 15, 6175, 4876.7983
deposit, 25, 6176, 507.1464
withdrawal, 46, 6177, 2740.2633
deposit, 35, 6178, 4027.9079
deposit, 7, 6179, 1647.7216
deposit, 22, 6180, 1139.8922
withdrawal, 45, 6181, 366.1711
deposit, 28, 6182, 3706.5626
deposit, 11, 6183, 687.3534
withdrawal, 38, 6184, 4860.8453
deposit, 20, 6185, 4695.2341
deposit, 41, 6186, 808.0771
withdrawal, 30, 6187, 3732.6162
dispute, 5, 5563,
deposit, 10, 6188, 4544.9672
withdrawal, 29, 6189, 2629.2980
withdrawal, 31, 6190, 289.0430
withdrawal, 19, 6191, 336.9628
deposit, 25, 6192, 3487.6423
deposit, 13, 6193, 3489.5394
deposit, 42, 6194, 1850.3895
withdrawal, 48, 6195, 4897.7092
dispute, 18, 3322,
deposit, 33, 6196, 2141.9068
dispute, 18, 1951,
deposit, 44, 6197, 2707.8832
deposit, 40, 6198, 4290.4003
deposit, 13, 6199, 1974.8574
resolve, 35, 2693,
deposit, 6, 6200, 1920.9555
deposit, 7, 6201, 2093.4734
withdrawal, 21, 6202, 3662.2745
deposit, 27, 6203, 4755.4162
resolve, 43, 3304,
deposit, 21, 6204, 3758.0394
deposit, 32, 6205, 1760.3254
deposit, 12, 6206, 1273.8286
deposit, 1, 6207, 34.2430
dispute, 29, 4848,
deposit, 34, 6208, 4279.1805
deposit, 4, 6209, 1787.0666
deposit, 23, 6210, 1276.7701
dispute, 12, 3236,
withdrawal, 5, 6211, 3849.2012
deposit, 31, 6212, 4664.7668
deposit, 13, 6213, 1007.9547
deposit, 35, 6214, 4990.5577
deposit, 50, 6215, 1166.9061
withdrawal, 31, 6216, 4336.3149
deposit, 29, 6217, 99.3994
withdrawal, 13, 6218, 227.9094
deposit, 18, 6219, 769.4146
deposit, 42, 6220, 2056.0612
deposit, 45, 6221, 1663.9228
deposit, 40, 6222, 3679.4224
deposit, 39, 6223, 3884.2954
withdrawal, 5, 6224, 1062.9559
deposit, 1, 6225, 2919.4090
withdrawal, 5, 6226, 4118.3625
resolve, 32, 2127,
deposit, 32, 6227, 674.6474
deposit, 10, 6228, 2776.1934
deposit, 24, 6229, 1946.2030
resolve, 1, 2065,
dispute, 14, 4640,
deposit, 45, 6230, 2460.7149
withdrawal, 1, 6231, 2865.1846
withdrawal, 41, 6232, 4766.7041
deposit, 44, 6233, 94.1927
deposit, 41, 6234, 3806.3418
deposit, 43, 6235, 4912.9552
deposit, 46, 6236, 3084.9563
dispute, 42, 2041,
withdrawal, 6, 6237, 1768.8712
withdrawal, 49, 6238, 699.5603
deposit, 40, 6239, 4207.6584
deposit, 13, 6240, 4221.9201
withdrawal, 15, 6241, 481.8453
deposit, 43, 6242, 2299.1817
withdrawal, 28, 6243, 2301.3794
deposit, 8, 6244, 3281.5302
deposit, 28, 6245, 3689.0704
deposit, 44, 6246, 2613.4042
dispute, 1, 1306,
withdrawal, 39, 6247, 1600.0001
dispute, 26, 3101,
deposit, 7, 6248, 2852.7577
deposit, 42, 6249, 3832.2654
withdrawal, 28, 6250, 155.6400
withdrawal, 47, 6251, 2743.1810
withdrawal, 49, 6252, 1399.7545
withdrawal, 31, 6253, 1462.6778
deposit, 7, 6254, 4246.5327
deposit, 45, 6255, 12.4393
deposit, 38, 6256, 1068.1822
deposit, 44, 6257, 432.2589
dispute, 34, 429,
deposit, 30, 6258, 2704.4119
deposit, 50, 6259, 733.4071
withdrawal, 24, 6260, 4108.5115
withdrawal, 27, 6261, 3114.2878
resolve, 2, 1602,
deposit, 9, 6262, 2300.8411
withdrawal, 42, 6263, 2368.7860
deposit, 33, 6264, 4729.1991
deposit, 10, 6265, 4419.5173
deposit, 44, 6266, 4137.6226
dispute, 46, 2930,
dispute, 21, 5340,
withdrawal, 4, 6267, 3355.4941
withdrawal, 30, 6268, 4922.1537
withdrawal, 46, 6269, 1297.4505
deposit, 29, 6270, 2103.5964
deposit, 13, 6271, 2966.7421
withdrawal, 35, 6272, 2703.9346
withdrawal, 29, 6273, 3744.7349
deposit, 5, 6274, 1763.7119
withdrawal, 32, 6275, 3012.6409
deposit, 20, 6276, 1847.9695
deposit, 49, 6277, 3561.0377
deposit, 26, 6278, 4133.8712
deposit, 17, 6279, 2752.4702
dispute, 14, 6149,
deposit, 2, 6280, 3426.2392
deposit, 10, 6281, 1188.9767
resolve, 7, 3143,
dispute, 39, 1193,
withdrawal, 36, 6282, 4392.4699
withdrawal, 10, 6283, 4641.9916
deposit, 35, 6284, 2614.9738
deposit, 42, 6285, 3920.6899
dispute, 50, 5225,
deposit, 32, 6286, 35.2143
deposit, 46, 6287, 3802.1256
deposit, 3, 6288, 4365.3817
withdrawal, 38, 6289, 659.7759
deposit, 10, 6290, 2947.3986
deposit, 36, 6291, 3033.4770
withdrawal, 18, 6292, 4526.4454
withdrawal, 28, 6293, 3306.7647
deposit, 30, 6294, 4606.6012
withdrawal, 21, 6295, 221.1937
deposit, 30, 6296, 2555.1625
dispute, 34, 1011,
deposit, 22, 6297, 1771.5663
withdrawal, 32, 6298, 2211.2960
dispute, 50, 6259,
deposit, 14, 6299, 500.7503
dispute, 41, 3630,
deposit, 29, 6300, 3380.5958
withdrawal, 9, 6301, 3218.5373
dispute, 40, 2969,
dispute, 34, 1691,
deposit, 3, 6302, 1555.8982
deposit, 35, 6303, 1046.1830
resolve, 20, 93,
deposit, 42, 6304, 4598.7311
deposit, 10, 6305, 4681.0450
deposit, 21, 6306, 4254.1589
deposit, 35, 6307, 4952.4009
dispute, 41, 5611,
deposit, 39, 6308, 373.2390
dispute, 41, 4893,
resolve, 35, 589,
dispute, 41, 3417,
deposit, 23, 6309, 2131.7585
withdrawal, 27, 6310, 4881.6335
dispute, 19, 2458,
dispute, 50, 2588,
deposit, 2, 6311, 331.9684
withdrawal, 9, 6312, 3065.7800
withdrawal, 49, 6313, 2493.0457
resolve, 8, 2443,
deposit, 29, 6314, 3532.0924
withdrawal, 46, 6315, 3346.7998
deposit, 15, 6316, 522.3030
deposit, 36, 6317, 3870.1160
dispute, 3, 4069,
withdrawal, 36, 6318, 1841.4439
deposit, 20, 6319, 3212.6648
deposit, 15, 6320, 1133.1958
withdrawal, 25, 6321, 4272.6822
withdrawal, 5, 6322, 2749.9511
withdrawal, 17, 6323, 2687.7209
withdrawal, 25, 6324, 119.8301
dispute, 14, 5268,
deposit, 31, 6325, 3545.0950
withdrawal, 47, 6326, 611.6587
deposit, 37, 6327, 1783.6830
withdrawal, 6, 6328, 4607.8906
resolve, 48, 1222,
deposit, 28, 6329, 318.2102
resolve, 1, 451,
deposit, 33, 6330, 3322.0219
dispute, 36, 3593,
dispute, 7, 2906,
withdrawal, 43, 6331, 2397.5636
deposit, 4, 6332, 3526.1670
withdrawal, 36, 6333, 1016.9784
withdrawal, 29, 6334, 1439.0078
withdrawal, 9, 6335, 2957.4567
deposit, 9, 6336, 2680.0727
deposit, 41, 6337, 4984.6035
dispute, 50, 4051,
resolve, 41, 43,
withdrawal, 37, 6338, 3630.0451
deposit, 46, 6339, 4095.8503
withdrawal, 13, 6340, 2078.0807
deposit, 8, 6341, 2998.9160
resolve, 27, 1029,
withdrawal, 9, 6342, 4986.9095
dispute, 16, 324,
dispute, 9, 1578,
deposit, 44, 6343, 3494.7419
deposit, 40, 6344, 2941.9155
deposit, 14, 6345, 3625.9902
deposit, 36, 6346, 1103.5361
deposit, 23, 6347, 3085.9849
withdrawal, 31, 6348, 4321.2215
deposit, 21, 6349, 748.5998
deposit, 26, 6350, 601.4882
deposit, 40, 6351, 821.0230
deposit, 23, 6352, 313.3357
deposit, 26, 6353, 4539.8283
dispute, 20, 744,
deposit, 8, 6354, 2747.9274
deposit, 49, 6355, 641.2035
dispute, 37, 4789,
deposit, 40, 6356, 3168.5284
deposit, 49, 6357, 789.7537
dispute, 44, 2830,
deposit, 6, 6358, 1493.1529
deposit, 14, 6359, 4636.4702
deposit, 36, 6360, 1616.8819
deposit, 48, 6361, 4007.9081
deposit, 47, 6362, 3610.0320
resolve, 18, 2537,
deposit, 36, 6363, 1996.6510
deposit, 35, 6364, 4553.0248
dispute, 1, 2749,
deposit, 5, 6365, 1263.4548
withdrawal, 25, 6366, 3656.0754
deposit, 24, 6367, 3433.1887
deposit, 13, 6368, 744.0846
withdrawal, 17, 6369, 3483.4115
withdrawal, 34, 6370, 2585.2932
deposit, 21, 6371, 1068.2814
deposit, 45, 6372, 40.3862
deposit, 21, 6373, 1427.0746
deposit, 42, 6374, 2177.2337
withdrawal, 13, 6375, 258.8377
deposit, 24, 6376, 2510.2423
withdrawal, 47, 6377, 3483.5513
deposit, 16, 6378, 428.8706
resolve, 6, 4177,
withdrawal, 15, 6379, 2165.6708
resolve, 11, 718,
deposit, 32, 6380, 3992.1591
withdrawal, 30, 6381, 486.5891
deposit, 26, 6382, 3154.3091
dispute, 20, 845,
withdrawal, 27, 6383, 3211.5741
deposit, 1, 6384, 713.9396
deposit, 38, 6385, 3282.7285
resolve, 47, 799,
deposit, 46, 6386, 3715.2299
deposit, 3, 6387, 263.9693
deposit, 12, 6388, 4794.6882
withdrawal, 22, 6389, 4884.0340
deposit, 22, 6390, 4549.7681
deposit, 21, 6391, 4577.5622
deposit, 19, 6392, 3704.5022
deposit, 10, 6393, 136.5426
deposit, 3, 6394, 515.4841
withdrawal, 21, 6395, 3692.6767
dispute, 2, 4918,
withdrawal, 16, 6396, 1029.0334
dispute, 10, 3963,
deposit, 3, 6397, 157.5359
withdrawal, 38, 6398, 652.4586
deposit, 4, 6399, 1862.1913
withdrawal, 2, 6400, 478.0290
dispute, 40, 1442,
withdrawal, 49, 6401, 1038.6728
deposit, 14, 6402, 1118.1359
deposit, 15, 6403, 3208.7118
deposit, 34, 6404, 1894.1622
withdrawal, 14, 6405, 791.6194
dispute, 17, 3874,
deposit, 22, 6406, 631.2022
dispute, 33, 3323,
dispute, 40, 2760,
deposit, 17, 6407, 2918.2492
withdrawal, 13, 6408, 1338.1135
resolve, 47, 1570,
withdrawal, 28, 6409, 3751.7710
dispute, 31, 2146,
withdrawal, 18, 6410, 3309.3551
withdrawal, 41, 6411, 1802.6160
dispute, 15, 740,
deposit, 22, 6412, 3441.7893
deposit, 26, 6413, 1854.6316
dispute, 5, 4685,
deposit, 11, 6414, 1848.6598
withdrawal, 41, 6415, 2554.4851
deposit, 27, 6416, 2082.4456
deposit, 31, 6417, 3913.7814
withdrawal, 16, 6418, 2021.5990
dispute, 24, 3215,
withdrawal, 49, 6419, 1969.0335
deposit, 43, 6420, 1166.6263
withdrawal, 38, 6421, 3493.7106
withdrawal, 27, 6422, 636.4092
resolve, 50, 2227,
dispute, 10, 5537,
deposit, 32, 6423, 4618.8947
deposit, 7, 6424, 1693.7739
withdrawal, 42, 6425, 2288.3329
withdrawal, 27, 6426, 4754.5106
deposit, 36, 6427, 4656.1012
deposit, 14, 6428, 4700.9308
withdrawal, 36, 6429, 1642.6182
deposit, 16, 6430, 3343.7795
withdrawal, 7, 6431, 1966.4820
withdrawal, 19, 6432, 2827.5338
dispute, 16, 6002,
deposit, 43, 6433, 385.8199
withdrawal, 15, 6434, 3369.0541
dispute, 7, 2429,
deposit, 45, 6435, 2309.5232
deposit, 2, 6436, 2485.5140
withdrawal, 9, 6437, 1897.6980
dispute, 11, 909,
deposit, 18, 6438, 2681.5274
resolve, 31, 529,
deposit, 36, 6439, 4481.1872
deposit, 18, 6440, 2869.2042
deposit, 8, 6441, 4895.2287
deposit, 13, 6442, 2960.7663
deposit, 50, 6443, 2210.1079
deposit, 42, 6444, 1389.8558
withdrawal, 38, 6445, 4957.4752
deposit, 25, 6446, 4212.2399
deposit, 49, 6447, 2027.2975
withdrawal, 13, 6448, 2989.2396
dispute, 48, 5983,
deposit, 41, 6449, 4496.3914
deposit, 26, 6450, 4103.2971
withdrawal, 43, 6451, 399.6194
withdrawal, 12, 6452, 3210.1557
withdrawal, 25, 6453, 3593.0264
withdrawal, 6, 6454, 3102.1094
withdrawal, 44, 6455, 127.8742
deposit, 36, 6456, 1120.9820
deposit, 39, 6457, 554.6878
deposit, 25, 6458, 537.1810
deposit, 50, 6459, 2856.0961
withdrawal, 50, 6460, 3592.0766
deposit, 18, 6461, 3656.9081
deposit, 49, 6462, 406.5192
deposit, 18, 6463, 4860.3141
withdrawal, 43, 6464, 2096.3103
deposit, 14, 6465, 4784.9873
dispute, 7, 2845,
resolve, 6, 2460,
deposit, 32, 6466, 3002.4772
deposit, 17, 6467, 4543.5486
deposit, 26, 6468, 52.1097
withdrawal, 42, 6469, 3551.8862
deposit, 6, 6470, 3858.2953
resolve, 20, 223,
dispute, 10, 5653,
deposit, 27, 6471, 4629.1481
withdrawal, 35, 6472, 4996.2590
withdrawal, 5, 6473, 4380.8551
deposit, 16, 6474, 1459.8904
withdrawal, 50, 6475, 1002.8610
deposit, 48, 6476, 4672.6749
deposit, 17, 6477, 4440.7759
deposit, 14, 6478, 1596.2575
withdrawal, 4, 6479, 3476.7947
dispute, 43, 1344,
deposit, 14, 6480, 4603.9035
withdrawal, 6, 6481, 1619.6275
dispute, 45, 1003,
dispute, 14, 1910,
resolve, 38, 4121,
withdrawal, 9, 6482, 1517.2756
resolve, 1, 2873,
deposit, 42, 6483, 441.3246
withdrawal, 9, 6484, 4201.9137
deposit, 41, 6485, 1495.3698
deposit, 32, 6486, 4669.4331
deposit, 39, 6487, 1065.6339
deposit, 33, 6488, 1842.5120
deposit, 28, 6489, 937.6116
deposit, 36, 6490, 3943.0901
withdrawal, 41, 6491, 2496.5852
deposit, 8, 6492, 3288.1066
deposit, 37, 6493, 4993.7792
deposit, 42, 6494, 758.7589
deposit, 4, 6495, 380.6759
deposit, 22, 6496, 1088.9750
deposit, 39, 6497, 3317.2973
deposit, 12, 6498, 1942.6804
deposit, 17, 6499, 4070.7438
withdrawal, 21, 6500, 877.5019
deposit, 48, 6501, 1559.4395
deposit, 9, 6502, 3164.9830
resolve, 47, 2433,
withdrawal, 38, 6503, 2714.0175
resolve, 18, 3322,
deposit, 28, 6504, 1952.1337
withdrawal, 37, 6505, 4909.8740
deposit, 4, 6506, 153.1276
deposit, 41, 6507, 3503.7810
withdrawal, 29, 6508, 1739.3406
deposit, 26, 6509, 1041.0362
deposit, 33, 6510, 1481.2186
withdrawal, 12, 6511, 2241.2742
deposit, 30, 6512, 780.3116
deposit, 49, 6513, 3267.0508
dispute, 2, 5630,
deposit, 2, 6514, 3316.6842
deposit, 42, 6515, 4604.9068
dispute, 15, 4185,
deposit, 42, 6516, 4778.6043
dispute, 12, 5806,
deposit, 29, 6517, 3890.1467
withdrawal, 1, 6518, 17.1520
withdrawal, 27, 6519, 2045.8904
deposit, 44, 6520, 1359.7168
deposit, 49, 6521, 501.4531
deposit, 10, 6522, 38.5385
deposit, 13, 6523, 2507.5110
withdrawal, 23, 6524, 4350.9081
withdrawal, 9, 6525, 1146.8424
deposit, 12, 6526, 874.9462
withdrawal, 1, 6527, 2680.2502
deposit, 10, 6528, 2630.0442
deposit, 39, 6529, 2955.2764
deposit, 1, 6530, 1364.5978
withdrawal, 49, 6531, 2771.2240
resolve, 8, 209,
deposit, 46, 6532, 577.3062
dispute, 43, 4587,
dispute, 13, 5844,
withdrawal, 10, 6533, 823.6600
dispute, 38, 5452,
withdrawal, 19, 6534, 588.3010
withdrawal, 43, 6535, 1796.9211
withdrawal, 3, 6536, 2993.9748
resolve, 16, 47,
deposit, 5, 6537, 118.6483
dispute, 40, 4140,
withdrawal, 16, 6538, 1506.4115
dispute, 49, 990,
withdrawal, 42, 6539, 1313.1851
deposit, 27, 6540, 3999.3373
deposit, 41, 6541, 644.4643
withdrawal, 6, 6542, 3207.7971
deposit, 40, 6543, 1116.3633
deposit, 49, 6544, 1721.7644
deposit, 36, 6545, 3212.3771
withdrawal, 44, 6546, 4976.9339
withdrawal, 38, 6547, 3865.5446
withdrawal, 7, 6548, 1109.5932
deposit, 47, 6549, 4524.5047
deposit, 16, 6550, 4110.0966
dispute, 37, 6119,
resolve, 21, 2748,
withdrawal, 38, 6551, 2860.8254
deposit, 2, 6552, 2723.6563
deposit, 37, 6553, 4473.9638
deposit, 27, 6554, 3013.7142
deposit, 41, 6555, 244.1948
dispute, 10, 6056,
withdrawal, 1, 6556, 1886.3110
withdrawal, 25, 6557, 1657.7974
deposit, 15, 6558, 2261.7356
deposit, 29, 6559, 4468.3995
deposit, 21, 6560, 719.5082
withdrawal, 15, 6561, 2091.2736
withdrawal, 20, 6562, 2938.7295
withdrawal, 9, 6563, 1788.5718
withdrawal, 33, 6564, 1401.7645
deposit, 26, 6565, 3079.8261
deposit, 40, 6566, 4244.3976
dispute, 20, 2204,
dispute, 21, 6349,
deposit, 19, 6567, 3376.5606
deposit, 10, 6568, 4504.7707
dispute, 20, 3292,
deposit, 6, 6569, 2271.8461
deposit, 8, 6570, 3600.7315
deposit, 26, 6571, 3001.7630
deposit, 22, 6572, 1576.6265
deposit, 38, 6573, 4640.8327
deposit, 32, 6574, 2815.4980
deposit, 11, 6575, 1387.7521
dispute, 4, 2139,
dispute, 43, 4302,
deposit, 23, 6576, 906.4158
withdrawal, 6, 6577, 1610.7926
deposit, 9, 6578, 2626.8037
dispute, 18, 6219,
resolve, 28, 5341,
deposit, 39, 6579, 453.2295
deposit, 32, 6580, 1477.4540
deposit, 9, 6581, 4146.1015
withdrawal, 6, 6582, 2036.3546
deposit, 50, 6583, 884.1674
deposit, 44, 6584, 1203.6897
deposit, 26, 6585, 1912.2487
deposit, 1, 6586, 1981.0755
deposit, 23, 6587, 3757.6213
withdrawal, 8, 6588, 4195.0076
withdrawal, 33, 6589, 225.7885
deposit, 23, 6590, 37.9498
withdrawal, 27, 6591, 476.0984
withdrawal, 7, 6592, 2882.2712
deposit, 14, 6593, 1868.3591
withdrawal, 39, 6594, 2436.0679
deposit, 1, 6595, 290.6742
deposit, 46, 6596, 2908.8363
deposit, 7, 6597, 1883.9144
withdrawal, 22, 6598, 1882.8647
deposit, 18, 6599, 3500.0694
deposit, 48, 6600, 1842.3311
deposit, 20, 6601, 12.2869
deposit, 40, 6602, 4059.4774
dispute, 1, 2578,
deposit, 9, 6603, 3714.4992
withdrawal, 25, 6604, 3254.4479
deposit, 35, 6605, 3841.8977
withdrawal, 25, 6606, 1448.1266
dispute, 16, 1635,
dispute, 40, 2949,
resolve, 44, 296,
withdrawal, 43, 6607, 2256.7988
deposit, 27, 6608, 3557.4921
withdrawal, 23, 6609, 883.9758
deposit, 49, 6610, 2090.4524
deposit, 37, 6611, 800.6050
withdrawal, 45, 6612, 3240.0150
deposit, 4, 6613, 2033.8973
deposit, 47, 6614, 3124.7379
deposit, 16, 6615, 346.2375
withdrawal, 31, 6616, 3130.3179
withdrawal, 29, 6617, 120.2022
deposit, 31, 6618, 3163.0555
deposit, 16, 6619, 677.4165
deposit, 32, 6620, 615.5210
deposit, 10, 6621, 358.0617
deposit, 41, 6622, 2584.0837
deposit, 33, 6623, 1838.1714
deposit, 32, 6624, 418.9403
deposit, 10, 6625, 3031.3702
withdrawal, 3, 6626, 144.5901
dispute, 30, 3171,
withdrawal, 37, 6627, 3761.7074
deposit, 45, 6628, 742.5134
deposit, 45, 6629, 365.7480
withdrawal, 28, 6630, 1722.8981
deposit, 33, 6631, 4257.2835
withdrawal, 14, 6632, 634.0499
deposit, 35, 6633, 3568.0281
dispute, 43, 3259,
deposit, 27, 6634, 1712.4926
resolve, 22, 1513,
dispute, 3, 116,
deposit, 25, 6635, 4019.1423
deposit, 28, 6636, 1964.5968
dispute, 29, 4279,
withdrawal, 5, 6637, 4027.4107
deposit, 18, 6638, 1579.6135
dispute, 16, 4496,
deposit, 21, 6639, 4651.7615
deposit, 31, 6640, 4887.1391
withdrawal, 29, 6641, 2556.5465
dispute, 11, 4410,
deposit, 46, 6642, 1838.0408
deposit, 20, 6643, 2033.9801
withdrawal, 1, 6644, 4792.8694
deposit, 37, 6645, 2094.0333
deposit, 22, 6646, 4293.7414
deposit, 44, 6647, 271.1832
dispute, 9, 4983,
deposit, 12, 6648, 2986.3853
withdrawal, 21, 6649, 3510.7668
deposit, 38, 6650, 3888.1309
deposit, 18, 6651, 4332.3637
deposit, 37, 6652, 551.2353
deposit, 43, 6653, 1856.2402
deposit, 10, 6654, 3937.1105
deposit, 32, 6655, 2307.3455
withdrawal, 45, 6656, 4674.5907
deposit, 47, 6657, 3495.1561
withdrawal, 23, 6658, 4862.3287
deposit, 30, 6659, 4289.8477
deposit, 8, 6660, 4320.0947
deposit, 42, 6661, 259.6979
withdrawal, 15, 6662, 3248.6503
withdrawal, 6, 6663, 1463.0248
deposit, 10, 6664, 3870.8563
deposit, 42, 6665, 3655.6830
withdrawal, 4, 6666, 4632.3241
withdrawal, 18, 6667, 1583.2808
dispute, 26, 4684,
deposit, 1, 6668, 1977.1208
dispute, 15, 4532,
deposit, 28, 6669, 1002.3063
dispute, 9, 253,
withdrawal, 4, 6670, 4456.7066
resolve, 34, 429,
dispute, 25, 4660,
dispute, 14, 5402,
deposit, 29, 6671, 3378.4755
deposit, 33, 6672, 831.9281
withdrawal, 35, 6673, 3026.2602
withdrawal, 48, 6674, 3190.6873
deposit, 25, 6675, 43.6354
resolve, 44, 2830,
withdrawal, 39, 6676, 665.4040
deposit, 24, 6677, 4586.1344
deposit, 46, 6678, 4169.7172
withdrawal, 13, 6679, 727.8568
resolve, 49, 990,
withdrawal, 24, 6680, 249.5926
resolve, 1, 824,
deposit, 26, 6681, 548.6223
resolve, 34, 2744,
deposit, 4, 6682, 2704.4669
withdrawal, 34, 6683, 3668.7420
deposit, 49, 6684, 3641.2656
deposit, 17, 6685, 3190.2869
deposit, 4, 6686, 1359.6964
withdrawal, 26, 6687, 1924.8105
dispute, 5, 2269,
deposit, 34, 6688, 3171.5271
withdrawal, 33, 6689, 3228.6312
withdrawal, 30, 6690, 1598.5940
withdrawal, 13, 6691, 210.3140
withdrawal, 7, 6692, 4610.8720
deposit, 21, 6693, 1907.1659
withdrawal, 32, 6694, 4203.9747
deposit, 17, 6695, 180.4586
resolve, 39, 4102,
resolve, 43, 4587,
withdrawal, 45, 6696, 2793.7728
deposit, 31, 6697, 3508.6337
resolve, 7, 1354,
deposit, 34, 6698, 4888.8300
dispute, 37, 4883,
withdrawal, 29, 6699, 1781.2393
deposit, 34, 6700, 1009.8233
dispute, 27, 3878,
deposit, 2, 6701, 1664.1974
deposit, 14, 6702, 1874.6199
withdrawal, 42, 6703, 2695.5927
withdrawal, 28, 6704, 1635.7453
deposit, 35, 6705, 1848.0876
withdrawal, 16, 6706, 4936.9444
withdrawal, 38, 6707, 3852.3187
deposit, 19, 6708, 796.1119
resolve, 10, 6056,
deposit, 31, 6709, 1675.7555
dispute, 44, 4903,
withdrawal, 28, 6710, 2740.2651
dispute, 14, 2901,
withdrawal, 1, 6711, 758.1246
dispute, 14, 2726,
deposit, 31, 6712, 3769.7490
deposit, 36, 6713, 4055.5952
deposit, 21, 6714, 348.1619
deposit, 48, 6715, 3550.6019
deposit, 9, 6716, 4373.9391
deposit, 20, 6717, 2132.3456
withdrawal, 1, 6718, 4018.9590
deposit, 13, 6719, 4706.8844
deposit, 37, 6720, 4619.2885
withdrawal, 47, 6721, 4211.8506
withdrawal, 49, 6722, 4143.2569
resolve, 46, 2930,
withdrawal, 31, 6723, 2279.4028
dispute, 49, 5271,
deposit, 19, 6724, 701.0428
withdrawal, 47, 6725, 2403.6574
dispute, 25, 480,
deposit, 1, 6726, 2212.9269
deposit, 5, 6727, 240.2499
deposit, 18, 6728, 704.0615
resolve, 19, 969,
withdrawal, 23, 6729, 3694.2969
deposit, 45, 6730, 3311.0757
dispute, 7, 5450,
withdrawal, 8, 6731, 3389.2786
deposit, 31, 6732, 541.6822
dispute, 40, 5812,
deposit, 50, 6733, 2276.2948
withdrawal, 39, 6734, 3047.0000
deposit, 34, 6735, 4273.4720
deposit, 50, 6736, 1330.0714
deposit, 46, 6737, 1833.2275
deposit, 19, 6738, 4724.8821
deposit, 25, 6739, 3410.7539
deposit, 50, 6740, 2294.4652
dispute, 45, 5885,
deposit, 5, 6741, 3801.1953
withdrawal, 40, 6742, 3517.1021
withdrawal, 24, 6743, 3466.3973
dispute, 16, 3988,
withdrawal, 32, 6744, 3942.9542
deposit, 6, 6745, 4539.3645
deposit, 48, 6746, 3510.4951
resolve, 26, 4307,
deposit, 1, 6747, 153.6501
withdrawal, 26, 6748, 1743.2454
dispute, 14, 4586,
withdrawal, 39, 6749, 2278.5716
deposit, 14, 6750, 1103.2853
